Origin,Destination,auto,transit,bike,walk,others,Total_flows,X_Org,Y_Org,X_Dest,Y_Dest
1128.18,1128.19,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.88006962600001,40.5140635727
1128.18,1128.1,20.0,0.0,0.0,0.0,0.0,20.0,-111.901426578,40.4952724011,-111.93998765399999,40.4779393131
1128.18,1130.17,50.0,0.0,0.0,0.0,0.0,50.0,-111.901426578,40.4952724011,-111.948248678,40.511392168899995
1128.18,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.927991851,40.518957980100005
1128.18,1130.13,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.97543690200001,40.5295980976
1128.18,1128.21,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.84131474799999,40.4979086579
1128.18,1128.23,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.880345644,40.5350877531
1128.18,1152.09,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-112.03404403799999,40.5615932734
1128.18,1128.2,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.879865905,40.4794072388
1128.18,1130.16,40.0,0.0,0.0,0.0,0.0,40.0,-111.901426578,40.4952724011,-111.975449825,40.5114696296
1128.18,1151.06,30.0,0.0,0.0,0.0,0.0,30.0,-111.901426578,40.4952724011,-112.004628549,40.4599044577
1128.18,1130.11,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.94344956,40.5508508861
1128.18,1128.05,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.86136910399999,40.535781958499996
1128.18,1131.07,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-112.01956927100001,40.5162767243
1128.18,1128.22,20.0,0.0,0.0,0.0,0.0,20.0,-111.901426578,40.4952724011,-111.88153857200001,40.5515553247
1128.18,1128.15,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.79691893299999,40.5295233107
1128.18,1128.04,20.0,0.0,0.0,0.0,0.0,20.0,-111.901426578,40.4952724011,-111.862777239,40.5515369657
1128.18,1130.2,130.0,0.0,0.0,0.0,0.0,130.0,-111.901426578,40.4952724011,-111.99405361,40.551548854699995
1128.18,1131.05,20.0,0.0,0.0,0.0,0.0,20.0,-111.901426578,40.4952724011,-112.11799308799999,40.525950728000005
1128.18,1128.18,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.901426578,40.4952724011
1128.18,1128.16,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.86946193200001,40.505817353400005
1128.18,1130.14,0.0,0.0,0.0,0.0,0.0,0.0,-111.901426578,40.4952724011,-111.94846811200001,40.5308388373
1128.19,1130.17,40.0,0.0,0.0,0.0,0.0,40.0,-111.88006962600001,40.5140635727,-111.948248678,40.511392168899995
1128.19,1128.2,120.0,0.0,0.0,15.0,0.0,135.0,-111.88006962600001,40.5140635727,-111.879865905,40.4794072388
1128.19,1128.17,520.0,0.0,0.0,0.0,0.0,520.0,-111.88006962600001,40.5140635727,-111.90526891399999,40.5305236091
1128.19,1131.07,550.0,0.0,0.0,0.0,0.0,550.0,-111.88006962600001,40.5140635727,-112.01956927100001,40.5162767243
1128.19,1128.16,200.0,0.0,0.0,0.0,0.0,200.0,-111.88006962600001,40.5140635727,-111.86946193200001,40.505817353400005
1128.19,1151.06,70.0,0.0,0.0,0.0,0.0,70.0,-111.88006962600001,40.5140635727,-112.004628549,40.4599044577
1128.19,1130.14,80.0,0.0,0.0,0.0,0.0,80.0,-111.88006962600001,40.5140635727,-111.94846811200001,40.5308388373
1128.19,1152.09,30.0,0.0,0.0,0.0,0.0,30.0,-111.88006962600001,40.5140635727,-112.03404403799999,40.5615932734
1128.19,1128.1,80.0,0.0,0.0,0.0,0.0,80.0,-111.88006962600001,40.5140635727,-111.93998765399999,40.4779393131
1128.19,1131.05,140.0,0.0,0.0,0.0,0.0,140.0,-111.88006962600001,40.5140635727,-112.11799308799999,40.525950728000005
1128.19,1128.22,28.0,0.0,0.0,0.0,0.0,28.0,-111.88006962600001,40.5140635727,-111.88153857200001,40.5515553247
1128.19,1130.12,20.0,0.0,0.0,0.0,0.0,20.0,-111.88006962600001,40.5140635727,-111.920766871,40.5589868638
1128.19,1130.2,110.0,0.0,0.0,0.0,0.0,110.0,-111.88006962600001,40.5140635727,-111.99405361,40.551548854699995
1128.19,1130.11,20.0,0.0,0.0,0.0,0.0,20.0,-111.88006962600001,40.5140635727,-111.94344956,40.5508508861
1128.19,1130.13,0.0,0.0,30.0,0.0,0.0,30.0,-111.88006962600001,40.5140635727,-111.97543690200001,40.5295980976
1128.19,1128.18,0.0,0.0,0.0,0.0,0.0,0.0,-111.88006962600001,40.5140635727,-111.901426578,40.4952724011
1128.19,1128.15,100.0,0.0,0.0,0.0,0.0,100.0,-111.88006962600001,40.5140635727,-111.79691893299999,40.5295233107
1128.19,1146.0,200.0,0.0,0.0,0.0,0.0,200.0,-111.88006962600001,40.5140635727,-111.927991851,40.518957980100005
1128.19,1130.19,0.0,0.0,0.0,0.0,0.0,0.0,-111.88006962600001,40.5140635727,-111.96976725200001,40.549554590999996
1128.19,1128.23,480.0,0.0,0.0,45.0,0.0,525.0,-111.88006962600001,40.5140635727,-111.880345644,40.5350877531
1128.19,1128.21,20.0,0.0,10.0,0.0,0.0,30.0,-111.88006962600001,40.5140635727,-111.84131474799999,40.4979086579
1128.19,1128.19,280.0,0.0,0.0,45.0,295.0,620.0,-111.88006962600001,40.5140635727,-111.88006962600001,40.5140635727
1128.19,1128.04,50.0,0.0,0.0,0.0,0.0,50.0,-111.88006962600001,40.5140635727,-111.862777239,40.5515369657
1128.19,1130.16,50.0,0.0,0.0,0.0,0.0,50.0,-111.88006962600001,40.5140635727,-111.975449825,40.5114696296
1128.19,1128.05,170.0,0.0,0.0,0.0,0.0,170.0,-111.88006962600001,40.5140635727,-111.86136910399999,40.535781958499996
1128.2,1130.13,40.0,0.0,0.0,0.0,0.0,40.0,-111.879865905,40.4794072388,-111.97543690200001,40.5295980976
1128.2,1128.19,120.0,0.0,0.0,15.0,0.0,135.0,-111.879865905,40.4794072388,-111.88006962600001,40.5140635727
1128.2,1130.12,100.0,0.0,0.0,0.0,0.0,100.0,-111.879865905,40.4794072388,-111.920766871,40.5589868638
1128.2,1152.09,40.0,0.0,0.0,0.0,0.0,40.0,-111.879865905,40.4794072388,-112.03404403799999,40.5615932734
1128.2,1131.05,0.0,0.0,0.0,0.0,0.0,0.0,-111.879865905,40.4794072388,-112.11799308799999,40.525950728000005
1128.2,1128.18,0.0,0.0,0.0,0.0,0.0,0.0,-111.879865905,40.4794072388,-111.901426578,40.4952724011
1128.2,1130.2,30.0,0.0,0.0,0.0,0.0,30.0,-111.879865905,40.4794072388,-111.99405361,40.551548854699995
1128.2,1128.23,130.0,0.0,0.0,0.0,0.0,130.0,-111.879865905,40.4794072388,-111.880345644,40.5350877531
1128.2,1128.16,230.0,0.0,0.0,0.0,0.0,230.0,-111.879865905,40.4794072388,-111.86946193200001,40.505817353400005
1128.2,1128.04,70.0,0.0,0.0,0.0,0.0,70.0,-111.879865905,40.4794072388,-111.862777239,40.5515369657
1128.2,1151.06,140.0,0.0,0.0,0.0,0.0,140.0,-111.879865905,40.4794072388,-112.004628549,40.4599044577
1128.2,1130.17,40.0,0.0,0.0,0.0,0.0,40.0,-111.879865905,40.4794072388,-111.948248678,40.511392168899995
1128.2,1128.22,40.0,0.0,0.0,0.0,0.0,40.0,-111.879865905,40.4794072388,-111.88153857200001,40.5515553247
1128.2,1128.2,210.0,0.0,0.0,60.0,585.0,855.0,-111.879865905,40.4794072388,-111.879865905,40.4794072388
1128.2,1128.17,420.0,0.0,0.0,0.0,25.0,445.0,-111.879865905,40.4794072388,-111.90526891399999,40.5305236091
1128.2,1130.16,100.0,0.0,0.0,0.0,0.0,100.0,-111.879865905,40.4794072388,-111.975449825,40.5114696296
1128.2,1146.0,30.0,0.0,0.0,0.0,0.0,30.0,-111.879865905,40.4794072388,-111.927991851,40.518957980100005
1128.2,1130.19,20.0,0.0,0.0,0.0,0.0,20.0,-111.879865905,40.4794072388,-111.96976725200001,40.549554590999996
1128.2,1130.14,0.0,0.0,0.0,0.0,0.0,0.0,-111.879865905,40.4794072388,-111.94846811200001,40.5308388373
1128.2,1128.1,0.0,0.0,0.0,0.0,0.0,0.0,-111.879865905,40.4794072388,-111.93998765399999,40.4779393131
1128.2,1130.11,0.0,0.0,0.0,0.0,0.0,0.0,-111.879865905,40.4794072388,-111.94344956,40.5508508861
1128.2,1128.15,0.0,0.0,0.0,0.0,0.0,0.0,-111.879865905,40.4794072388,-111.79691893299999,40.5295233107
1128.2,1131.07,100.0,0.0,0.0,0.0,0.0,100.0,-111.879865905,40.4794072388,-112.01956927100001,40.5162767243
1128.2,1128.05,30.0,0.0,0.0,0.0,0.0,30.0,-111.879865905,40.4794072388,-111.86136910399999,40.535781958499996
1128.2,1128.21,20.0,0.0,0.0,0.0,0.0,20.0,-111.879865905,40.4794072388,-111.84131474799999,40.4979086579
1128.21,1130.16,30.0,0.0,0.0,0.0,0.0,30.0,-111.84131474799999,40.4979086579,-111.975449825,40.5114696296
1128.21,1151.06,0.0,0.0,0.0,0.0,0.0,0.0,-111.84131474799999,40.4979086579,-112.004628549,40.4599044577
1128.21,1128.05,65.0,0.0,0.0,0.0,0.0,65.0,-111.84131474799999,40.4979086579,-111.86136910399999,40.535781958499996
1128.21,1152.09,60.0,0.0,0.0,0.0,0.0,60.0,-111.84131474799999,40.4979086579,-112.03404403799999,40.5615932734
1128.21,1128.23,90.0,0.0,0.0,0.0,0.0,90.0,-111.84131474799999,40.4979086579,-111.880345644,40.5350877531
1128.21,1128.2,20.0,0.0,0.0,0.0,0.0,20.0,-111.84131474799999,40.4979086579,-111.879865905,40.4794072388
1128.21,1128.22,40.0,0.0,0.0,0.0,0.0,40.0,-111.84131474799999,40.4979086579,-111.88153857200001,40.5515553247
1128.21,1128.21,146.0,0.0,0.0,10.0,440.0,596.0,-111.84131474799999,40.4979086579,-111.84131474799999,40.4979086579
1128.21,1131.07,20.0,0.0,0.0,0.0,0.0,20.0,-111.84131474799999,40.4979086579,-112.01956927100001,40.5162767243
1128.21,1130.11,0.0,0.0,0.0,0.0,0.0,0.0,-111.84131474799999,40.4979086579,-111.94344956,40.5508508861
1128.21,1128.1,20.0,0.0,0.0,0.0,0.0,20.0,-111.84131474799999,40.4979086579,-111.93998765399999,40.4779393131
1128.21,1130.12,0.0,0.0,0.0,0.0,0.0,0.0,-111.84131474799999,40.4979086579,-111.920766871,40.5589868638
1128.21,1128.19,20.0,0.0,10.0,0.0,0.0,30.0,-111.84131474799999,40.4979086579,-111.88006962600001,40.5140635727
1128.21,1128.17,550.0,0.0,0.0,0.0,0.0,550.0,-111.84131474799999,40.4979086579,-111.90526891399999,40.5305236091
1128.21,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.84131474799999,40.4979086579,-111.927991851,40.518957980100005
1128.21,1130.13,20.0,0.0,0.0,0.0,0.0,20.0,-111.84131474799999,40.4979086579,-111.97543690200001,40.5295980976
1128.21,1130.17,0.0,0.0,0.0,0.0,0.0,0.0,-111.84131474799999,40.4979086579,-111.948248678,40.511392168899995
1128.21,1130.14,0.0,0.0,0.0,0.0,0.0,0.0,-111.84131474799999,40.4979086579,-111.94846811200001,40.5308388373
1128.21,1130.19,0.0,0.0,0.0,0.0,0.0,0.0,-111.84131474799999,40.4979086579,-111.96976725200001,40.549554590999996
1128.21,1128.04,20.0,0.0,0.0,0.0,0.0,20.0,-111.84131474799999,40.4979086579,-111.862777239,40.5515369657
1128.21,1128.15,20.0,0.0,0.0,0.0,0.0,20.0,-111.84131474799999,40.4979086579,-111.79691893299999,40.5295233107
1128.21,1131.05,8.0,0.0,0.0,0.0,0.0,8.0,-111.84131474799999,40.4979086579,-112.11799308799999,40.525950728000005
1128.21,1128.16,20.0,0.0,20.0,0.0,0.0,40.0,-111.84131474799999,40.4979086579,-111.86946193200001,40.505817353400005
1128.21,1130.2,20.0,0.0,0.0,0.0,0.0,20.0,-111.84131474799999,40.4979086579,-111.99405361,40.551548854699995
1128.21,1128.18,0.0,0.0,0.0,0.0,0.0,0.0,-111.84131474799999,40.4979086579,-111.901426578,40.4952724011
1128.22,1146.0,50.0,0.0,0.0,0.0,0.0,50.0,-111.88153857200001,40.5515553247,-111.927991851,40.518957980100005
1128.22,1128.05,80.0,0.0,0.0,0.0,0.0,80.0,-111.88153857200001,40.5515553247,-111.86136910399999,40.535781958499996
1128.22,1128.1,30.0,0.0,0.0,0.0,0.0,30.0,-111.88153857200001,40.5515553247,-111.93998765399999,40.4779393131
1128.22,1128.17,390.0,0.0,0.0,0.0,0.0,390.0,-111.88153857200001,40.5515553247,-111.90526891399999,40.5305236091
1128.22,1128.18,20.0,0.0,0.0,0.0,0.0,20.0,-111.88153857200001,40.5515553247,-111.901426578,40.4952724011
1128.22,1128.16,60.0,0.0,0.0,0.0,0.0,60.0,-111.88153857200001,40.5515553247,-111.86946193200001,40.505817353400005
1128.22,1128.15,40.0,0.0,0.0,0.0,0.0,40.0,-111.88153857200001,40.5515553247,-111.79691893299999,40.5295233107
1128.22,1128.04,80.0,20.0,0.0,0.0,0.0,100.0,-111.88153857200001,40.5515553247,-111.862777239,40.5515369657
1128.22,1131.05,0.0,0.0,0.0,0.0,0.0,0.0,-111.88153857200001,40.5515553247,-112.11799308799999,40.525950728000005
1128.22,1128.21,40.0,0.0,0.0,0.0,0.0,40.0,-111.88153857200001,40.5515553247,-111.84131474799999,40.4979086579
1128.22,1130.12,20.0,0.0,0.0,0.0,0.0,20.0,-111.88153857200001,40.5515553247,-111.920766871,40.5589868638
1128.22,1152.09,8.0,0.0,0.0,0.0,0.0,8.0,-111.88153857200001,40.5515553247,-112.03404403799999,40.5615932734
1128.22,1131.07,0.0,0.0,0.0,0.0,0.0,0.0,-111.88153857200001,40.5515553247,-112.01956927100001,40.5162767243
1128.22,1130.11,0.0,0.0,0.0,0.0,0.0,0.0,-111.88153857200001,40.5515553247,-111.94344956,40.5508508861
1128.22,1128.22,130.0,0.0,0.0,0.0,75.0,205.0,-111.88153857200001,40.5515553247,-111.88153857200001,40.5515553247
1128.22,1128.2,40.0,0.0,0.0,0.0,0.0,40.0,-111.88153857200001,40.5515553247,-111.879865905,40.4794072388
1128.22,1130.13,0.0,0.0,0.0,0.0,0.0,0.0,-111.88153857200001,40.5515553247,-111.97543690200001,40.5295980976
1128.22,1128.19,28.0,0.0,0.0,0.0,0.0,28.0,-111.88153857200001,40.5515553247,-111.88006962600001,40.5140635727
1128.22,1128.23,118.0,0.0,0.0,0.0,0.0,118.0,-111.88153857200001,40.5515553247,-111.880345644,40.5350877531
1128.22,1130.19,20.0,0.0,0.0,0.0,0.0,20.0,-111.88153857200001,40.5515553247,-111.96976725200001,40.549554590999996
1128.22,1130.17,20.0,0.0,0.0,0.0,0.0,20.0,-111.88153857200001,40.5515553247,-111.948248678,40.511392168899995
1128.22,1151.06,0.0,0.0,0.0,0.0,0.0,0.0,-111.88153857200001,40.5515553247,-112.004628549,40.4599044577
1128.22,1130.16,8.0,10.0,0.0,0.0,0.0,18.0,-111.88153857200001,40.5515553247,-111.975449825,40.5114696296
1128.22,1130.14,40.0,0.0,0.0,0.0,0.0,40.0,-111.88153857200001,40.5515553247,-111.94846811200001,40.5308388373
1128.22,1130.2,0.0,0.0,0.0,0.0,0.0,0.0,-111.88153857200001,40.5515553247,-111.99405361,40.551548854699995
1128.23,1128.16,40.0,0.0,20.0,0.0,0.0,60.0,-111.880345644,40.5350877531,-111.86946193200001,40.505817353400005
1128.23,1128.04,100.0,0.0,0.0,0.0,0.0,100.0,-111.880345644,40.5350877531,-111.862777239,40.5515369657
1128.23,1130.12,130.0,0.0,0.0,0.0,0.0,130.0,-111.880345644,40.5350877531,-111.920766871,40.5589868638
1128.23,1130.2,40.0,0.0,0.0,0.0,0.0,40.0,-111.880345644,40.5350877531,-111.99405361,40.551548854699995
1128.23,1130.11,0.0,0.0,0.0,0.0,0.0,0.0,-111.880345644,40.5350877531,-111.94344956,40.5508508861
1128.23,1128.05,60.0,0.0,0.0,0.0,0.0,60.0,-111.880345644,40.5350877531,-111.86136910399999,40.535781958499996
1128.23,1128.21,90.0,0.0,0.0,0.0,0.0,90.0,-111.880345644,40.5350877531,-111.84131474799999,40.4979086579
1128.23,1151.06,40.0,0.0,0.0,0.0,0.0,40.0,-111.880345644,40.5350877531,-112.004628549,40.4599044577
1128.23,1128.19,480.0,0.0,0.0,45.0,0.0,525.0,-111.880345644,40.5350877531,-111.88006962600001,40.5140635727
1128.23,1128.17,450.0,0.0,0.0,0.0,0.0,450.0,-111.880345644,40.5350877531,-111.90526891399999,40.5305236091
1128.23,1128.18,0.0,0.0,0.0,0.0,0.0,0.0,-111.880345644,40.5350877531,-111.901426578,40.4952724011
1128.23,1130.16,100.0,0.0,0.0,0.0,0.0,100.0,-111.880345644,40.5350877531,-111.975449825,40.5114696296
1128.23,1130.17,30.0,0.0,0.0,0.0,0.0,30.0,-111.880345644,40.5350877531,-111.948248678,40.511392168899995
1128.23,1131.05,60.0,0.0,0.0,0.0,0.0,60.0,-111.880345644,40.5350877531,-112.11799308799999,40.525950728000005
1128.23,1128.22,118.0,0.0,0.0,0.0,0.0,118.0,-111.880345644,40.5350877531,-111.88153857200001,40.5515553247
1128.23,1130.19,8.0,0.0,0.0,0.0,0.0,8.0,-111.880345644,40.5350877531,-111.96976725200001,40.549554590999996
1128.23,1152.09,30.0,0.0,0.0,20.0,0.0,50.0,-111.880345644,40.5350877531,-112.03404403799999,40.5615932734
1128.23,1128.23,220.0,0.0,0.0,30.0,240.0,490.0,-111.880345644,40.5350877531,-111.880345644,40.5350877531
1128.23,1131.07,150.0,0.0,0.0,0.0,0.0,150.0,-111.880345644,40.5350877531,-112.01956927100001,40.5162767243
1128.23,1128.15,130.0,0.0,0.0,0.0,0.0,130.0,-111.880345644,40.5350877531,-111.79691893299999,40.5295233107
1128.23,1128.2,130.0,0.0,0.0,0.0,0.0,130.0,-111.880345644,40.5350877531,-111.879865905,40.4794072388
1128.23,1130.14,60.0,0.0,0.0,0.0,0.0,60.0,-111.880345644,40.5350877531,-111.94846811200001,40.5308388373
1128.23,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.880345644,40.5350877531,-111.927991851,40.518957980100005
1128.23,1128.1,120.0,0.0,0.0,0.0,0.0,120.0,-111.880345644,40.5350877531,-111.93998765399999,40.4779393131
1128.23,1130.13,30.0,0.0,0.0,0.0,0.0,30.0,-111.880345644,40.5350877531,-111.97543690200001,40.5295980976
1130.11,1128.16,140.0,0.0,0.0,0.0,0.0,140.0,-111.94344956,40.5508508861,-111.86946193200001,40.505817353400005
1130.11,1128.1,70.0,0.0,0.0,0.0,0.0,70.0,-111.94344956,40.5508508861,-111.93998765399999,40.4779393131
1130.11,1128.22,0.0,0.0,0.0,0.0,0.0,0.0,-111.94344956,40.5508508861,-111.88153857200001,40.5515553247
1130.11,1131.05,90.0,0.0,0.0,0.0,0.0,90.0,-111.94344956,40.5508508861,-112.11799308799999,40.525950728000005
1130.11,1130.2,140.0,0.0,0.0,0.0,0.0,140.0,-111.94344956,40.5508508861,-111.99405361,40.551548854699995
1130.11,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.94344956,40.5508508861,-111.927991851,40.518957980100005
1130.11,1128.04,50.0,0.0,0.0,0.0,0.0,50.0,-111.94344956,40.5508508861,-111.862777239,40.5515369657
1130.11,1128.19,20.0,0.0,0.0,0.0,0.0,20.0,-111.94344956,40.5508508861,-111.88006962600001,40.5140635727
1130.11,1130.12,190.0,0.0,0.0,0.0,0.0,190.0,-111.94344956,40.5508508861,-111.920766871,40.5589868638
1130.11,1130.11,190.0,0.0,0.0,0.0,220.0,410.0,-111.94344956,40.5508508861,-111.94344956,40.5508508861
1130.11,1130.14,100.0,0.0,0.0,0.0,0.0,100.0,-111.94344956,40.5508508861,-111.94846811200001,40.5308388373
1130.11,1130.13,80.0,0.0,0.0,0.0,0.0,80.0,-111.94344956,40.5508508861,-111.97543690200001,40.5295980976
